name,online_order,book_table,rating,votes,approx_cost,rest_type,location,type
Aroma Of Asia,No,No,3.9,49,400,Quick Bites,Frazer Town,Delivery
Rolls On Wheels,No,No,3.7,61,200,Quick Bites,Cunningham Road,Delivery
Grand Spicy Restaurant,No,No,3.6,34,700,Casual Dining,Cunningham Road,Delivery
Haji Ali Juice Centre,No,No,3.8,22,350,"Beverage Shop, Quick Bites",MG Road,Delivery
Lickity Garden,Yes,No,3.2,4,750,Casual Dining,Frazer Town,Delivery
China Hut,No,No,3.8,56,500,Kiosk,Frazer Town,Delivery
Canopy,No,No,3,108,800,Casual Dining,MG Road,Delivery
Gundappa Donne Biryani,No,No,3.7,161,300,Quick Bites,St. Marks Road,Delivery
Shanthi Sagar Deluxe,No,No,2.7,52,500,Casual Dining,Frazer Town,Delivery
Hotel Green Tara,No,No,3.9,40,500,Casual Dining,Brigade Road,Delivery
The Sugar Therapy,No,No,3.8,26,500,"Dessert Parlor, Bakery",Richmond Road,Delivery
Spicy Restaurant,No,No,3,25,400,Quick Bites,Vasanth Nagar,Delivery
Kinara Tiffany,No,No,3.6,15,100,Quick Bites,Vasanth Nagar,Delivery
Painted Platters,No,No,3.9,38,300,Bakery,Ulsoor,Delivery
Little Paramount Restaurants,No,No,3.6,32,400,Quick Bites,Vasanth Nagar,Delivery
Goli Vada Pav NO.1,No,No,3.4,7,200,Quick Bites,MG Road,Delivery
Baskin Robbins,No,No,3.1,17,250,Dessert Parlor,Vasanth Nagar,Delivery
Natural Ice Cream,No,No,4.2,220,150,Dessert Parlor,St. Marks Road,Delivery
Coastal Creek,No,No,3.3,13,600,Casual Dining,Vasanth Nagar,Delivery
Kerala Food,No,No,0,0,200,Quick Bites,Vasanth Nagar,Delivery
Khan Saheb Grills and Rolls,Yes,No,3.9,185,350,Quick Bites,Commercial Street,Delivery
Fabcafe,Yes,Yes,4.1,55,800,Cafe,MG Road,Delivery
Cafe Coffee Day,Yes,No,2.9,55,650,Cafe,Lavelle Road,Delivery
Rawal Jalebi,Yes,No,3.5,9,100,Dessert Parlor,Commercial Street,Delivery
Rotti Mane,Yes,No,3.6,21,200,Quick Bites,Indiranagar,Delivery
Ooty Chocolates,Yes,No,3.5,17,300,Dessert Parlor,Residency Road,Delivery
Sunny Side Bistro,Yes,No,3.8,362,700,Cafe,Frazer Town,Delivery
BOX8- Desi Meals,Yes,No,4.3,291,500,"Takeaway, Delivery",Residency Road,Delivery
Carnival de Goa,Yes,Yes,4.2,982,1000,"Casual Dining, Bar",Ulsoor,Delivery
Bon Sante,Yes,No,3.6,104,800,Cafe,Brigade Road,Delivery
EatWater,Yes,No,4.2,121,1000,"Casual Dining, Bar",Lavelle Road,Delivery
Kadamba Foodline,Yes,No,3.7,30,400,Quick Bites,Ulsoor,Delivery
Utse Kitchen,Yes,No,4.2,174,800,Casual Dining,Commercial Street,Delivery
Chung Wah,Yes,No,3.9,194,800,Casual Dining,Frazer Town,Delivery
20 Feet High,Yes,Yes,4,933,1000,"Casual Dining, Bar",Church Street,Delivery
Ganesh Food Joint,Yes,No,3.7,30,200,Quick Bites,Frazer Town,Delivery
Platter,Yes,No,2.9,25,300,Quick Bites,Residency Road,Delivery
A2B - Adyar Ananda Bhavan,Yes,No,2.9,22,400,Casual Dining,Ulsoor,Delivery
Atty's Bakery,Yes,No,4,73,250,Bakery,Frazer Town,Delivery
Tasty King,Yes,No,3.4,8,400,Quick Bites,RT Nagar,Delivery
Ramji Chaiwale,Yes,No,3.7,43,250,Quick Bites,Ulsoor,Delivery
Hotel Nisarga Grand,Yes,No,3.6,31,500,Casual Dining,City Market,Delivery
Shree Sadguru Refreshment,No,No,3.2,4,400,Quick Bites,Ulsoor,Delivery
Oye Amritsar,Yes,Yes,4.1,452,600,Casual Dining,Church Street,Delivery
Shan Restaurant,Yes,No,3,20,400,Quick Bites,Brigade Road,Delivery
Red Lantern,Yes,No,3.7,161,700,Casual Dining,Cunningham Road,Delivery
Baahubelly,Yes,No,3.7,68,500,Casual Dining,Brigade Road,Delivery
Lazio Steaks & More,Yes,No,3.9,119,1000,Casual Dining,Frazer Town,Delivery
Smokie Brownie,No,No,3.2,7,600,Cafe,Brigade Road,Delivery
Foreign Caf,Yes,No,3.1,54,500,Delivery,Indiranagar,Delivery
Lazeez Xpress,Yes,No,3.4,11,650,Quick Bites,Vasanth Nagar,Delivery
Roll Er Dokaan,Yes,No,3.2,18,300,Quick Bites,Brigade Road,Delivery
Little White Kitchen,Yes,No,3.8,20,200,Quick Bites,Brigade Road,Delivery
Shyvan Restaurant,Yes,No,3.6,82,500,Casual Dining,Shanti Nagar,Delivery
Cafe Idly,Yes,No,3.7,81,200,Quick Bites,Frazer Town,Delivery
Raaga,Yes,Yes,3.8,298,1200,Casual Dining,Indiranagar,Delivery
Hotel Chandrika,Yes,No,3.8,207,400,Casual Dining,Cunningham Road,Delivery
Fat Buddha,Yes,Yes,4,456,1000,Casual Dining,Cunningham Road,Delivery
Chowmein,Yes,No,4,279,600,Casual Dining,Seshadripuram,Delivery
Curries And Pickles,Yes,No,3.8,77,250,Quick Bites,Indiranagar,Delivery
Munchies,Yes,No,3.9,65,250,"Quick Bites, Bakery",Brigade Road,Delivery
Ambur Hot Dum Biryani,No,No,3.2,6,300,Quick Bites,Ulsoor,Delivery
Chichaba's Taj,Yes,No,3.9,443,600,Casual Dining,Frazer Town,Delivery
Pai Vihar,Yes,No,2.8,56,400,Quick Bites,Vasanth Nagar,Delivery
Pind Balluchi,Yes,Yes,4,1022,700,Casual Dining,Brigade Road,Delivery
Banjara Melting Pot,Yes,Yes,4.2,475,1700,Casual Dining,Cunningham Road,Delivery
Sri Rama,No,No,3.2,4,200,Quick Bites,Shivajinagar,Delivery
Taj Hotel,Yes,No,3.7,110,550,Casual Dining,Shivajinagar,Delivery
Cool Corner Arun Ice Cream,No,No,3.5,8,200,Dessert Parlor,Frazer Town,Delivery
Chung Shan Chinese Restaurant,No,No,3.7,32,500,Quick Bites,Ejipura,Delivery
Arina's,No,No,3.3,5,250,Quick Bites,Frazer Town,Delivery
Desi Vdesi,Yes,No,3.9,202,250,Quick Bites,Church Street,Delivery
The Adukkala Restaurant,Yes,No,3.6,41,500,Casual Dining,Brigade Road,Delivery
Debby's Kitchen,Yes,No,3.6,16,250,Quick Bites,Frazer Town,Delivery
Brownie Heaven,Yes,No,4.2,34,300,Dessert Parlor,Cunningham Road,Delivery
Indian Spice Food,Yes,No,3.7,24,300,Quick Bites,Ulsoor,Delivery
KKR FOODIES,Yes,Yes,3.1,59,400,Quick Bites,St. Marks Road,Delivery
Kadai Crust - Amma Veetu Samayal,No,No,3.8,263,700,"Takeaway, Delivery",Indiranagar,Delivery
ASEAN - On The Edge,Yes,Yes,4.4,864,1800,Casual Dining,MG Road,Delivery
Dolci Desserts,Yes,No,4.3,655,750,"Cafe, Dessert Parlor",Cunningham Road,Delivery
Snack House,Yes,No,3.8,23,200,Quick Bites,Indiranagar,Delivery
RockSalt,Yes,Yes,4.4,488,1900,"Bar, Casual Dining",St. Marks Road,Delivery
Ente Keralam,Yes,No,4,1098,1300,Casual Dining,Ulsoor,Delivery
Nossa Goa,Yes,Yes,4.1,297,1000,Casual Dining,Richmond Road,Delivery
Taco Bell,Yes,No,3.8,33,600,Quick Bites,Brigade Road,Delivery
GMT - Gelateria Montecatini Terme,Yes,No,4.4,68,300,Quick Bites,Lavelle Road,Delivery
Step Right Up,Yes,No,4.1,153,300,Cafe,Vasanth Nagar,Delivery
Cafe Treat - The Pride Hotel,Yes,No,4.1,118,1000,Casual Dining,Richmond Road,Delivery
The Egg Factory,Yes,No,4.2,1765,750,Casual Dining,St. Marks Road,Delivery
Rasovara,Yes,Yes,4.3,765,1400,Casual Dining,Lavelle Road,Delivery
Gokul Kuteera,Yes,No,3.9,258,650,Casual Dining,Indiranagar,Delivery
Le Rock,Yes,No,4,1205,2000,"Bar, Quick Bites",Brigade Road,Delivery
BLOW,Yes,Yes,4.3,945,750,Cafe,Church Street,Delivery
BISO - Citrus Hotels,No,Yes,3.9,158,1100,Casual Dining,Cunningham Road,Delivery
Crunch Pizzas,Yes,No,2.5,34,600,Quick Bites,Ulsoor,Delivery
IceBreakers,No,No,4.3,182,400,Dessert Parlor,Church Street,Desserts
Baskin Robbins,Yes,No,3.5,36,250,Dessert Parlor,Church Street,Desserts
Alchemy - The Chancery Pavilion,No,Yes,4.3,447,2000,"Microbrewery, Casual Dining",Residency Road,Desserts
Green Theory,Yes,Yes,4.2,2840,800,"Casual Dining, Cafe",Residency Road,Desserts
Belgian Waffle Factory,Yes,No,4.9,1744,400,Dessert Parlor,Brigade Road,Desserts
Glen's Bakehouse,Yes,No,4.4,1093,600,"Bakery, Cafe",Lavelle Road,Desserts
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,523,1400,"Bakery, Cafe",Lavelle Road,Desserts
CafMor'ish,Yes,No,4.1,115,700,Cafe,Richmond Road,Desserts
Bhagatram Sweets,No,No,3.6,223,300,Quick Bites,Commercial Street,Desserts
Fabelle Chocolate Boutique - ITC Gardenia,No,No,4.5,233,1250,Dessert Parlor,Richmond Road,Desserts
Fabcafe,Yes,Yes,4.1,55,800,Cafe,MG Road,Desserts
Lakeview Milkbar,No,No,4,1445,500,"Dessert Parlor, Cafe",MG Road,Desserts
XO Belgian Waffle,Yes,No,4.4,216,450,Food Court,Brigade Road,Desserts
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4.1,119,2000,Casual Dining,Ulsoor,Desserts
Nossa Goa,Yes,Yes,4.1,297,1000,Casual Dining,Richmond Road,Desserts
Happy Belly Bakes,Yes,No,4.2,116,500,"Cafe, Bakery",MG Road,Desserts
Amma's Pastries,No,No,4,98,400,Dessert Parlor,Ulsoor,Desserts
GMT - Gelateria Montecatini Terme,Yes,No,4.4,68,300,Quick Bites,Lavelle Road,Desserts
Anand Sweets and Savouries,No,No,4,184,400,Quick Bites,Commercial Street,Desserts
Munchies,Yes,No,3.9,65,250,"Quick Bites, Bakery",Brigade Road,Desserts
Keventers,No,No,3.9,89,400,"Beverage Shop, Dessert Parlor",Lavelle Road,Desserts
Santhanam Sweets & Savouries,No,No,3.9,35,150,Sweet Shop,Commercial Street,Desserts
Gelato Italiano,Yes,No,2.9,17,200,Dessert Parlor,Ulsoor,Desserts
Sreeraj Lassi Bar,Yes,No,3.9,73,150,"Dessert Parlor, Beverage Shop",Shivajinagar,Desserts
Just Bake,Yes,No,3.4,6,400,Bakery,Ulsoor,Desserts
Kanti Sweets,Yes,No,3.9,101,400,"Sweet Shop, Quick Bites",Brigade Road,Desserts
The French Loaf,Yes,No,2.9,47,400,"Bakery, Quick Bites",Ulsoor,Desserts
The Sugar Therapy,No,No,3.8,26,500,"Dessert Parlor, Bakery",Richmond Road,Desserts
Rawal Jalebi,Yes,No,3.5,9,100,Dessert Parlor,Commercial Street,Desserts
Painted Platters,No,No,3.9,38,300,Bakery,Ulsoor,Desserts
Natural Ice Cream,No,No,4.2,220,150,Dessert Parlor,St. Marks Road,Desserts
Ibaco,Yes,No,4,93,300,Dessert Parlor,Brigade Road,Desserts
Sweet Truth,Yes,No,4,49,500,Delivery,Residency Road,Desserts
The Culinarium,No,No,4,23,1100,"Cafe, Dessert Parlor",Vasanth Nagar,Desserts
Dolci Desserts,Yes,No,4.3,655,750,"Cafe, Dessert Parlor",Cunningham Road,Desserts
Karachi Bakery,No,No,0,0,400,Bakery,Frazer Town,Desserts
Sri Rama Vilas Sweets,No,No,3.8,30,150,Sweet Shop,Majestic,Desserts
Brownie Heaven,Yes,No,4.2,34,300,Dessert Parlor,Cunningham Road,Desserts
Sri Jayalakshmi Bakery,No,No,3.3,5,250,"Bakery, Quick Bites",Shanti Nagar,Desserts
Cool Corner Arun Ice Cream,No,No,3.5,8,200,Dessert Parlor,Frazer Town,Desserts
KC Das - Sweet Bite,No,No,3.5,20,200,"Sweet Shop, Quick Bites",Frazer Town,Desserts
Bangalore Masala House,Yes,No,4.2,255,500,Cafe,Vasanth Nagar,Desserts
Shilpa Gulati's Desserts,No,No,3.6,17,600,Bakery,Cunningham Road,Desserts
The Bakery World,No,No,3.2,5,250,Bakery,Frazer Town,Desserts
Chutney Chang,Yes,Yes,4.2,4733,1500,Casual Dining,Church Street,Dine-out
Church Street Social,Yes,No,4.3,7547,1500,Lounge,Church Street,Dine-out
Carnatic,No,Yes,4.2,169,1000,Casual Dining,Church Street,Dine-out
The Only Place,Yes,Yes,4.2,2924,1000,Casual Dining,Church Street,Dine-out
Mainland China,Yes,Yes,4.5,1401,1700,"Casual Dining, Bar",Church Street,Dine-out
Matteo Coffea,No,No,4.4,2638,600,Cafe,Church Street,Dine-out
Bheema's,Yes,No,4,781,650,Casual Dining,Church Street,Dine-out
Russh Gastropub,No,No,4.2,1289,1100,Pub,Church Street,Dine-out
Smally's Resto Cafe,Yes,No,4.3,3548,650,Cafe,Church Street,Dine-out
Roomali,No,Yes,4,173,1300,Casual Dining,Church Street,Dine-out
Coconut Grove,No,Yes,3.9,681,1200,"Casual Dining, Bar",Church Street,Dine-out
Little Green Cafe,No,No,4.3,788,900,"Cafe, Casual Dining",Church Street,Dine-out
Oye Amritsar,Yes,Yes,4.1,452,600,Casual Dining,Church Street,Dine-out
20 Feet High,Yes,Yes,4,933,1000,"Casual Dining, Bar",Church Street,Dine-out
Somilan Steak House,No,No,4.3,527,800,Casual Dining,Church Street,Dine-out
Chugg,No,Yes,3.9,746,1500,Pub,Church Street,Dine-out
Coco Grove Beer Cafe,No,No,3.8,152,800,Casual Dining,Church Street,Dine-out
Pizza Hut,Yes,No,3.7,39,750,Casual Dining,Church Street,Dine-out
Mandarin Box,No,No,4,79,500,Quick Bites,Church Street,Dine-out
Indian Coffee House,No,No,3.9,1218,200,Quick Bites,Church Street,Dine-out
Desi Vdesi,Yes,No,3.9,202,250,Quick Bites,Church Street,Dine-out
Skyye,No,Yes,4.2,3119,2500,Lounge,Lavelle Road,Dine-out
Ebony,Yes,Yes,4.3,3130,1500,Casual Dining,MG Road,Dine-out
Shiro,Yes,Yes,4.4,2229,3000,"Fine Dining, Lounge",Lavelle Road,Dine-out
Hyderabad Biryaani House,No,No,4.3,1352,550,Casual Dining,Richmond Road,Dine-out
Hard Rock Cafe,No,Yes,4.5,5265,2500,"Casual Dining, Bar",St. Marks Road,Dine-out
NoLimmits Lounge and Club,Yes,Yes,4,2112,2000,Club,Brigade Road,Dine-out
Rim Naam - The Oberoi,No,No,4.6,983,3000,Fine Dining,MG Road,Dine-out
Karavalli - The Gateway Hotel,No,Yes,4.5,675,3500,Fine Dining,Residency Road,Dine-out
MISU,Yes,Yes,4.6,1217,1700,"Casual Dining, Bar",St. Marks Road,Dine-out
Samarkand,No,Yes,4.1,2046,1600,Casual Dining,Infantry Road,Dine-out
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,152,2800,Fine Dining,Ulsoor,Dine-out
The Biere Club,Yes,Yes,4.3,3485,1700,"Pub, Microbrewery",Lavelle Road,Dine-out
Toast & Tonic,No,Yes,4.6,1083,1500,Casual Dining,Richmond Road,Dine-out
Smoke House Deli,Yes,No,4.6,2492,1600,Casual Dining,Lavelle Road,Dine-out
Spice Terrace - JW Marriott,No,Yes,4.3,757,3000,"Fine Dining, Microbrewery",Lavelle Road,Dine-out
Sunny's,No,Yes,4.1,1330,2100,"Casual Dining, Bar",Lavelle Road,Dine-out
Sanchez,No,No,4.3,1030,1500,Lounge,Lavelle Road,Dine-out
1Q1,No,Yes,4.3,596,2500,"Casual Dining, Bar",Infantry Road,Dine-out
Mahesh Lunch Home,Yes,Yes,4.1,860,1400,Casual Dining,Residency Road,Dine-out
Harima,No,Yes,4.3,668,2000,Casual Dining,Residency Road,Dine-out
Sotally Tober,No,Yes,4.4,194,1200,"Bar, Casual Dining",Residency Road,Dine-out
Rasovara,Yes,Yes,4.3,765,1400,Casual Dining,Lavelle Road,Dine-out
Toscano,Yes,Yes,4.4,1842,1500,Casual Dining,Lavelle Road,Dine-out
Meghana Foods,Yes,No,4.3,2139,600,Casual Dining,Residency Road,Dine-out
Tandoor,Yes,Yes,3.9,1362,2100,Fine Dining,MG Road,Dine-out
Truffles,No,No,4.5,3573,900,Cafe,St. Marks Road,Dine-out
Hae Kum Gang,No,Yes,4.4,1190,1100,Casual Dining,Brigade Road,Dine-out
Barbeque Nation,No,Yes,4.4,1065,1600,Casual Dining,Ulsoor,Dine-out
Tiamo - Conrad Bengaluru,No,Yes,4.2,140,2500,Fine Dining,Ulsoor,Dine-out
Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,679,2500,Fine Dining,Richmond Road,Dine-out
Green Onion,No,No,4.3,1187,550,Casual Dining,Residency Road,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,113,1000,"Casual Dining, Bar",Lavelle Road,Dine-out
Le Jardin - The Oberoi,No,No,4.3,689,3000,Fine Dining,MG Road,Dine-out
Alba - JW Marriott Bengaluru,No,Yes,4.4,561,4000,Fine Dining,Lavelle Road,Dine-out
BBQ@52,No,Yes,3.7,41,1500,Casual Dining,MG Road,Dine-out
Konark Vegetarian Restaurant,No,No,4.1,1007,500,Casual Dining,Residency Road,Dine-out
Dindigul Thalappakatti,Yes,No,0,0,800,Casual Dining,MG Road,Dine-out
ASEAN - On The Edge,Yes,Yes,4.4,864,1800,Casual Dining,MG Road,Dine-out
Watson's,No,Yes,4.2,1428,1300,Pub,Ulsoor,Dine-out
BBQ'D - Global Grill & Brewery,No,No,4.3,458,1500,"Casual Dining, Microbrewery",Lavelle Road,Dine-out
KC Das,Yes,No,3.9,370,200,"Sweet Shop, Quick Bites",MG Road,Dine-out
Bangalore Pub Exchange,No,Yes,4.2,210,1000,"Pub, Casual Dining",MG Road,Dine-out
Salvadores,No,Yes,4.4,190,2000,Fine Dining,MG Road,Dine-out
The Spice Bazaar,No,Yes,4.2,332,1000,"Casual Dining, Bar",Lavelle Road,Dine-out
Hotel Tom's Restaurant,Yes,Yes,4.4,714,1000,Casual Dining,Richmond Road,Dine-out
Carnival de Goa,Yes,Yes,4.2,982,1000,"Casual Dining, Bar",Ulsoor,Dine-out
Chianti,No,Yes,4.4,280,1500,Casual Dining,MG Road,Dine-out
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,564,2500,"Casual Dining, Cafe",MG Road,Dine-out
The Market - The Ritz-Carlton,No,Yes,4.3,614,3400,Fine Dining,Residency Road,Dine-out
Bang - The Ritz-Carlton,No,Yes,4.3,474,3000,Lounge,Residency Road,Dine-out
Teppan Japanese Grill & Sushi Bar,Yes,No,4.3,904,2000,Casual Dining,Ulsoor,Dine-out
Cafe Kaara,No,No,4.2,164,750,Cafe,Ulsoor,Dine-out
Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,357,3500,Fine Dining,Richmond Road,Dine-out
Ente Keralam,Yes,No,4,1098,1300,Casual Dining,Ulsoor,Dine-out
Cafe Noir,No,Yes,4.2,2076,1500,Casual Dining,Lavelle Road,Dine-out
CafMor'ish,Yes,No,4.1,115,700,Cafe,Richmond Road,Dine-out
Pecos Classic,No,Yes,4.1,552,1100,"Pub, Casual Dining",Brigade Road,Dine-out
Puran da Dhaba - The Pride Hotel,Yes,No,4,164,1700,"Casual Dining, Bar",Richmond Road,Dine-out
Edo Restaurant & Bar - ITC Gardenia,No,Yes,4.3,233,4000,Fine Dining,Richmond Road,Dine-out
Indian Durbar - Conrad Bengaluru,No,Yes,3.9,49,3000,Fine Dining,Ulsoor,Dine-out
Kobe Sizzlers,Yes,No,4.1,1120,1500,Casual Dining,Brigade Road,Dine-out
Season - Adarsh Hamilton,No,Yes,4.3,326,1200,Casual Dining,Richmond Road,Dine-out
Mangalore pearl - Seafood Restaurant,Yes,No,4.3,94,550,Casual Dining,Ulsoor,Dine-out
Le Rock,Yes,No,4,1205,2000,"Bar, Quick Bites",Brigade Road,Dine-out
Xpress Biryani,Yes,No,4.3,148,650,Casual Dining,Ulsoor,Dine-out
Fort Kochi,No,Yes,4.1,336,1800,"Casual Dining, Bar",MG Road,Dine-out
Cafe Coffee Day The Square,No,No,4.1,388,1100,Cafe,Lavelle Road,Dine-out
The Souk,Yes,No,3.7,66,800,Cafe,Ulsoor,Dine-out
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4.1,119,2000,Casual Dining,Ulsoor,Dine-out
Utse Kitchen,Yes,No,4.2,174,800,Casual Dining,Commercial Street,Dine-out
Fusion Lounge,No,No,2,396,1500,Lounge,Brigade Road,Dine-out
Nossa Goa,Yes,Yes,4.1,297,1000,Casual Dining,Richmond Road,Dine-out
The Egg Factory,Yes,No,4.2,1765,750,Casual Dining,St. Marks Road,Dine-out
Happy Belly Bakes,Yes,No,4.2,116,500,"Cafe, Bakery",MG Road,Dine-out
The Blackboard Bakery,No,Yes,3.7,90,1000,"Cafe, Bakery",Lavelle Road,Dine-out
New Hilal Restaurant,Yes,No,4,108,550,Casual Dining,Shivajinagar,Dine-out
Scottish Pub,No,No,3.9,190,600,Bar,St. Marks Road,Dine-out
Tasting Room - Bengaluru Oota Company,No,No,4,58,2000,Casual Dining,Ulsoor,Dine-out
Lotus Pavilion - ITC Gardenia,No,Yes,4.2,176,3000,Fine Dining,Richmond Road,Dine-out
Ithaca - The Chancery Pavilion,No,Yes,3.9,312,2000,Fine Dining,Residency Road,Dine-out
Taj Hotel,Yes,No,3.7,110,550,Casual Dining,Shivajinagar,Dine-out
KKR FOODIES,Yes,Yes,3.1,59,400,Quick Bites,St. Marks Road,Dine-out
Vinny's,Yes,No,3.9,205,800,Casual Dining,Brigade Road,Dine-out
Al Noor,No,No,3.8,22,350,Quick Bites,Shivajinagar,Dine-out
Little Chef,No,No,4,102,550,Casual Dining,Richmond Road,Dine-out
Atomic Lab,No,No,3.5,54,1800,"Casual Dining, Bar",Lavelle Road,Dine-out
Urban Solace - Caffor the Soul,Yes,No,3.9,462,800,"Cafe, Casual Dining",Ulsoor,Dine-out
Kabab Magic,Yes,No,3.9,74,500,Quick Bites,Richmond Road,Dine-out
Soul Cafe,No,Yes,3.9,314,800,Cafe,MG Road,Dine-out
Mint Masala,No,No,2.8,252,1000,Casual Dining,Infantry Road,Dine-out
Downtown,No,No,3.7,294,1000,Pub,Residency Road,Dine-out
Pind Balluchi,Yes,Yes,4,1022,700,Casual Dining,Brigade Road,Dine-out
The Chariot,Yes,No,2.9,50,350,Quick Bites,Brigade Road,Dine-out
Polo Club - The Oberoi,No,No,4.1,116,3000,Fine Dining,MG Road,Dine-out
Saatvikk,No,No,2.8,132,650,Casual Dining,Brigade Road,Dine-out
Aqua - The Park Bangalore,No,Yes,4,195,3000,"Lounge, Bar",MG Road,Dine-out
Cafe Treat - The Pride Hotel,Yes,No,4.1,118,1000,Casual Dining,Richmond Road,Dine-out
Gobble Up Churros Cafe,Yes,No,3.8,37,400,Casual Dining,Ulsoor,Dine-out
Xian,Yes,Yes,3.8,81,800,Casual Dining,Ulsoor,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,3.6,42,400,Casual Dining,Ulsoor,Dine-out
Canopy,No,No,3,108,800,Casual Dining,MG Road,Dine-out
70 Brigade - Iris Hotel,No,Yes,3.9,106,1000,Casual Dining,Brigade Road,Dine-out
Liquid Lounge - Hyatt Centric MG Road,No,Yes,4,97,2400,Lounge,Ulsoor,Dine-out
Kadamba Foodline,Yes,No,3.7,30,400,Quick Bites,Ulsoor,Dine-out
Shan Restaurant,Yes,No,3,20,400,Quick Bites,Brigade Road,Dine-out
Hotel Green Tara,No,No,3.9,40,500,Casual Dining,Brigade Road,Dine-out
Nawab's Kolkatta Roll,No,No,3.4,4,150,Kiosk,Brigade Road,Dine-out
The Adukkala Restaurant,Yes,No,3.6,41,500,Casual Dining,Brigade Road,Dine-out
Chai Point,Yes,No,4,133,250,"Beverage Shop, Quick Bites",Residency Road,Dine-out
New Kohinoor Hotel,No,No,3.2,9,450,Casual Dining,Commercial Street,Dine-out
Dasaprakash Cafe,No,No,3.1,10,400,Cafe,MG Road,Dine-out
In Wok,Yes,No,3.6,118,500,Casual Dining,Richmond Road,Dine-out
Baahubelly,Yes,No,3.7,68,500,Casual Dining,Brigade Road,Dine-out
Smokie Brownie,No,No,3.2,7,600,Cafe,Brigade Road,Dine-out
Ozaa,No,No,3.8,32,1700,Casual Dining,Lavelle Road,Dine-out
Eatato Snack Bar,No,No,3.3,11,400,Casual Dining,Brigade Road,Dine-out
Airlines Hotel,Yes,No,4,868,400,Quick Bites,Lavelle Road,Dine-out
Khazana Food Paradise,No,No,4.1,358,400,Quick Bites,Richmond Road,Dine-out
Bhagatram Sweets,No,No,3.6,223,300,Quick Bites,Commercial Street,Dine-out
CAMP TANDOOR,Yes,No,3.7,15,300,Quick Bites,Ulsoor,Dine-out
Amritsari Kulcha Bite,Yes,No,3.9,104,150,Quick Bites,Ulsoor,Dine-out
Lakeview Milkbar,No,No,4,1445,500,"Dessert Parlor, Cafe",MG Road,Dine-out
Indian Spice Food,Yes,No,3.7,24,300,Quick Bites,Ulsoor,Dine-out
Taco Bell,Yes,No,3.8,33,600,Quick Bites,Brigade Road,Dine-out
Kentacky Chicken Corner,No,No,4,103,300,Quick Bites,Richmond Road,Dine-out
Leon Grill,Yes,No,4.3,285,500,Quick Bites,St. Marks Road,Dine-out
Little White Kitchen,Yes,No,3.8,20,200,Quick Bites,Brigade Road,Dine-out
KFC,Yes,No,3.8,192,450,Quick Bites,Brigade Road,Dine-out
Shahi Family Restaurant,Yes,No,3.3,73,350,Quick Bites,Ulsoor,Dine-out
Domino's Pizza,Yes,No,3.9,117,400,Quick Bites,MG Road,Dine-out
New Alameen Restaurant,Yes,No,3.4,24,300,Quick Bites,Ulsoor,Dine-out
WOW Momo,Yes,No,3.5,6,400,Quick Bites,MG Road,Dine-out
Munchies,Yes,No,3.9,65,250,"Quick Bites, Bakery",Brigade Road,Dine-out
McDonald's,Yes,No,3.9,115,500,Quick Bites,MG Road,Dine-out
Hotel Ajantha,No,No,3.9,76,200,Quick Bites,MG Road,Dine-out
Burger King,Yes,No,3.9,645,600,Quick Bites,Commercial Street,Dine-out
Ramji Chaiwale,Yes,No,3.7,43,250,Quick Bites,Ulsoor,Dine-out
Subway,Yes,No,3.9,107,600,Quick Bites,Lavelle Road,Dine-out
Platter,Yes,No,2.9,25,300,Quick Bites,Residency Road,Dine-out
Allana Kabab,No,No,3.3,4,200,Quick Bites,Richmond Road,Dine-out
Svi Food And Juice,Yes,No,0,0,250,Quick Bites,Ulsoor,Dine-out
Gundappa Donne Biryani,No,No,3.7,161,300,Quick Bites,St. Marks Road,Dine-out
New Taj,Yes,No,3.3,110,300,Quick Bites,Ulsoor,Dine-out
Indira Darshini,No,No,3.5,22,200,Quick Bites,Infantry Road,Dine-out
Chickpet Donne Biryani House,Yes,No,3.7,45,250,Quick Bites,Commercial Street,Dine-out
Shree Sadguru Refreshment,No,No,3.2,4,400,Quick Bites,Ulsoor,Dine-out
Sri Rama,No,No,3.2,4,200,Quick Bites,Shivajinagar,Dine-out
Sattuani,No,No,3.5,10,250,Quick Bites,St. Marks Road,Dine-out
Chinese Corner,No,No,3,5,200,Quick Bites,Brigade Road,Dine-out
Home Treat,No,No,3.1,7,150,Quick Bites,Brigade Road,Dine-out
Bangalore Bytes,Yes,No,3.5,121,300,Quick Bites,Brigade Road,Dine-out
Roll Er Dokaan,Yes,No,3.2,18,300,Quick Bites,Brigade Road,Dine-out
Shawarma Time,Yes,No,3.7,80,300,Quick Bites,Ulsoor,Dine-out
The Bangalore Cafe,No,Yes,4.2,478,800,Casual Dining,Shanti Nagar,Dine-out
Millers 46,No,Yes,4.4,2266,1100,Casual Dining,Vasanth Nagar,Dine-out
